"","ensembl_gene_id","hgnc_symbol","description","gene_biotype"
"19811","ENSG00000285635","","novel transcript","protein_coding"
"19812","ENSG00000285641","","novel protein","protein_coding"
"19813","ENSG00000285645","","Novel protein","protein_coding"
"19814","ENSG00000285655","","novel protein","protein_coding"
"19815","ENSG00000285657","FAM90A19","family with sequence similarity 90 member A19","protein_coding"
"19816","ENSG00000285687","FAM90A22","family with sequence similarity 90 member A22","protein_coding"
"19817","ENSG00000285708","","novel protein","protein_coding"
"19818","ENSG00000285713","","novel transcript","protein_coding"
"19819","ENSG00000285720","FAM90A17","family with sequence similarity 90 member A17","protein_coding"
"19820","ENSG00000285723","","novel protein","protein_coding"
"19821","ENSG00000285733","","novel protein","protein_coding"
"19822","ENSG00000285749","","novel protein","protein_coding"
"19823","ENSG00000285765","FAM90A23","family with sequence similarity 90 member A23","protein_coding"
"19824","ENSG00000285772","","novel protein","protein_coding"
"19825","ENSG00000285777","","novel protein","protein_coding"
"19826","ENSG00000285779","","novel protein","protein_coding"
"19827","ENSG00000285791","","novel transcript","protein_coding"
"19828","ENSG00000285814","FAM90A14","family with sequence similarity 90 member A14","protein_coding"
"19829","ENSG00000285815","GET1-SH3BGR","GET1-SH3BGR readthrough","protein_coding"
"19830","ENSG00000285816","","novel protein, POLA2-CDC42EP2 readthrough","protein_coding"
"19831","ENSG00000285827","","novel protein","protein_coding"
"19832","ENSG00000285837","","novel protein","protein_coding"
"19833","ENSG00000285839","","novel transcript","protein_coding"
"19834","ENSG00000285854","","novel transcript","protein_coding"
"19835","ENSG00000285868","","Novel protein","protein_coding"
"19836","ENSG00000285880","","ADRB3-GOT1L1 readthrough","protein_coding"
"19837","ENSG00000285891","MSANTD5","Myb/SANT DNA binding domain containing 5","protein_coding"
"19838","ENSG00000285897","","novel transcript","protein_coding"
"19839","ENSG00000285901","","novel transcript","protein_coding"
"19840","ENSG00000285913","FAM90A18","family with sequence similarity 90 member A18","protein_coding"
"19841","ENSG00000285920","","novel protein","protein_coding"
"19842","ENSG00000285932","","novel transcript","protein_coding"
"19843","ENSG00000285937","FAM90A8","family with sequence similarity 90 member A8","protein_coding"
"19844","ENSG00000285942","","novel protein","protein_coding"
"19845","ENSG00000285943","","novel protein","protein_coding"
"19846","ENSG00000285946","LCE7A","late cornified envelope 7A","protein_coding"
"19847","ENSG00000285947","","novel protein","protein_coding"
"19848","ENSG00000285950","FAM90A10","family with sequence similarity 90 member A10","protein_coding"
"19849","ENSG00000285953","","novel protein","protein_coding"
"19850","ENSG00000285975","FAM90A7","family with sequence similarity 90 member A7","protein_coding"
"19851","ENSG00000285976","",NA,"protein_coding"
"19852","ENSG00000285978","","novel transcript","protein_coding"
"19853","ENSG00000285982","","novel protein","protein_coding"
"19854","ENSG00000285991","","novel transcript","protein_coding"
"19855","ENSG00000286001","","novel protein","protein_coding"
"19856","ENSG00000286007","","novel protein","protein_coding"
"19857","ENSG00000286014","SPDYE15","speedy/RINGO cell cycle regulator family member E15","protein_coding"
"19858","ENSG00000286015","","novel protein","protein_coding"
"19859","ENSG00000286019","NOTCH2NLB","notch 2 N-terminal like B","protein_coding"
"19860","ENSG00000286022","","novel protein","protein_coding"
"19861","ENSG00000286025","FAM246C","family with sequence similarity 246 member C (gene/pseudogene)","protein_coding"
"19862","ENSG00000286038","SPDYE13","speedy/RINGO cell cycle regulator family member E13","protein_coding"
"19863","ENSG00000286053","ASDURF","ASNSD1 upstream open reading frame","protein_coding"
"19864","ENSG00000286070","","novel protein","protein_coding"
"19865","ENSG00000286075","","salivary gland specific protein SAGSIN1","protein_coding"
"19866","ENSG00000286088","","novel protein","protein_coding"
"19867","ENSG00000286095","SPEGNB","SPEG neighbor","protein_coding"
"19868","ENSG00000286098","","novel protein","protein_coding"
"19869","ENSG00000286102","FAM246A","family with sequence similarity 246 member A","protein_coding"
"19870","ENSG00000286105","TMEM217B","transmembrane protein 217B","protein_coding"
"19871","ENSG00000286106","NOTCH2NLR","notch 2 N-terminal like R","protein_coding"
"19872","ENSG00000286112","","kynurenine aminotransferase 1","protein_coding"
"19873","ENSG00000286131","","novel protein","protein_coding"
"19874","ENSG00000286132","","novel protein","protein_coding"
"19875","ENSG00000286135","SPADH","spermadhesin family member","protein_coding"
"19876","ENSG00000286137","SPDYE14","speedy/RINGO cell cycle regulator family member E14","protein_coding"
"19877","ENSG00000286140","DERPC","DERPC proline and glycine rich nuclear protein","protein_coding"
"19878","ENSG00000286143","","novel protein","protein_coding"
"19879","ENSG00000286165","","novel protein","protein_coding"
"19880","ENSG00000286175","FAM246B","family with sequence similarity 246 member B","protein_coding"
"19881","ENSG00000286185","","novel protein, identical to neuroblastoma breakpoint family, member 19 NBPF19","protein_coding"
"19882","ENSG00000286190","","novel protein","protein_coding"
"19883","ENSG00000286192","","Novel protein","protein_coding"
"19884","ENSG00000286219","NOTCH2NLC","notch 2 N-terminal like C","protein_coding"
"19885","ENSG00000286221","",NA,"protein_coding"
"19886","ENSG00000286224","","novel protein","protein_coding"
"19887","ENSG00000286231","","novel protein","protein_coding"
"19888","ENSG00000286235","","novel protein","protein_coding"
"19889","ENSG00000286237","ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough","protein_coding"
"19890","ENSG00000286239","","novel protein, WDFY1-AP1S3 readthrough","protein_coding"
"19891","ENSG00000286264","","novel protein","protein_coding"
"19892","ENSG00000286268","","novel protein","protein_coding"
"19893","ENSG00000286522","H3C2","H3 clustered histone 2","protein_coding"
"19894","ENSG00000286905","","novel protein","protein_coding"
"19895","ENSG00000286920","SMIM40","small integral membrane protein 40","protein_coding"
"19896","ENSG00000287080","H3C3","H3 clustered histone 3","protein_coding"
"19897","ENSG00000287363","CIMIP3","ciliary microtubule inner protein 3","protein_coding"
"19898","ENSG00000287542","HERC3","HECT and RLD domain containing E3 ubiquitin protein ligase 3","protein_coding"
"19899","ENSG00000287585","","novel protein, similar to CXorf51A","protein_coding"
"19900","ENSG00000287694","","novel protein","protein_coding"
"19901","ENSG00000287725","","novel protein, TPCN2 - SMIM38 readthrough","protein_coding"
"19902","ENSG00000287856","","novel protein","protein_coding"
"19903","ENSG00000287908","","novel protein","protein_coding"
"19904","ENSG00000288000","","novel protein","protein_coding"
"19905","ENSG00000288053","","novel protein","protein_coding"
"19906","ENSG00000288208","","novel protein","protein_coding"
"19907","ENSG00000288258","","novel protein","protein_coding"
"19908","ENSG00000288460","SMIM42","small integral membrane protein 42","protein_coding"
"19909","ENSG00000288520","","novel protein","protein_coding"
"19910","ENSG00000288529","","novel protein","protein_coding"
"19911","ENSG00000288534","","TMX2-CTNND1 readthrough (NMD candidate)","protein_coding"
"19912","ENSG00000288550","","novel protein","protein_coding"
"19913","ENSG00000288558","DUS4L-BCAP29","DUS4L-BCAP29 readthrough","protein_coding"
"19914","ENSG00000288564","","novel protein","protein_coding"
"19915","ENSG00000288570","","novel protein","protein_coding"
"19916","ENSG00000288591","","novel protein","protein_coding"
"19917","ENSG00000288593","","novel protein","protein_coding"
"19918","ENSG00000288602","C8orf44-SGK3","C8orf44-SGK3 readthrough","protein_coding"
"19919","ENSG00000288608","","novel protein","protein_coding"
"19920","ENSG00000288611","NPBWR1","neuropeptides B and W receptor 1","protein_coding"
"19921","ENSG00000288614","","novel protein","protein_coding"
"19922","ENSG00000288622","PDCD6-AHRR","PDCD6-AHRR readthrough (NMD candidate)","protein_coding"
"19923","ENSG00000288623","","novel protein","protein_coding"
"19924","ENSG00000288625","","novel protein","protein_coding"
"19925","ENSG00000288626","","novel protein","protein_coding"
"19926","ENSG00000288629","","novel protein","protein_coding"
"19927","ENSG00000288634","","novel protein","protein_coding"
"19928","ENSG00000288635","","novel protein, readthrough ST7-OT4 - ST7","protein_coding"
"19929","ENSG00000288636","","novel  protein","protein_coding"
"19930","ENSG00000288637","","novel protein","protein_coding"
"19931","ENSG00000288640","","novel protein","protein_coding"
"19932","ENSG00000288643","","novel transcript","protein_coding"
"19933","ENSG00000288644","","novel protein","protein_coding"
"19934","ENSG00000288645","","novel protein","protein_coding"
"19935","ENSG00000288646","","novel protein","protein_coding"
"19936","ENSG00000288649","ACTL10","actin like 10","protein_coding"
"19937","ENSG00000288654","","novel protein","protein_coding"
"19938","ENSG00000288658","","novel protein, ortholog of Gm2102 (M. musculus)","protein_coding"
"19939","ENSG00000288661","","novel protein","protein_coding"
"19940","ENSG00000288669","","novel protein, readthrough CD209 - CLEC4G","protein_coding"
"19941","ENSG00000288671","","novel protein","protein_coding"
"19942","ENSG00000288674","","Novel protein","protein_coding"
"19943","ENSG00000288675","PANO1","proapoptotic nucleolar protein 1","protein_coding"
"19944","ENSG00000288677","HRURF","HR upstream open reading frame","protein_coding"
"19945","ENSG00000288678","","novel protein","protein_coding"
"19946","ENSG00000288681","","novel protein","protein_coding"
"19947","ENSG00000288683","","novel protein, PEX26-TUBA8","protein_coding"
"19948","ENSG00000288684","","novel protein","protein_coding"
"19949","ENSG00000288695","","novel protein, SRD5A3-RP11-177J6.1 readthrough","protein_coding"
"19950","ENSG00000288698","","novel protein","protein_coding"
"19951","ENSG00000288699","","novel protein","protein_coding"
"19952","ENSG00000288701","PRRC2B","proline rich coiled-coil 2B","protein_coding"
"19953","ENSG00000288702","UGT1A3","UDP glucuronosyltransferase family 1 member A3","protein_coding"
"19954","ENSG00000288705","UGT1A5","UDP glucuronosyltransferase family 1 member A5","protein_coding"
"19955","ENSG00000288706","","novel protein","protein_coding"
"19956","ENSG00000288708","","novel protein","protein_coding"
"19957","ENSG00000288709","F8A2","coagulation factor VIII associated 2","protein_coding"
"19958","ENSG00000288710","","novel protein","protein_coding"
"19959","ENSG00000288711","","novel protein","protein_coding"
"19960","ENSG00000288712","","novel protein","protein_coding"
"19961","ENSG00000288715","","novel protein","protein_coding"
"19962","ENSG00000288716","","novel protein","protein_coding"
"19963","ENSG00000288721","","novel protein","protein_coding"
"19964","ENSG00000288722","F8A1","coagulation factor VIII associated 1","protein_coding"
"19965","ENSG00000288725","","novel protein","protein_coding"
"19966","ENSG00000288784","CTAGE4","CTAGE family member 4","protein_coding"
"19967","ENSG00000288796","","novel protein","protein_coding"
"19968","ENSG00000288825","H2AC18","H2A clustered histone 18","protein_coding"
"19969","ENSG00000288841","","novel protein","protein_coding"
"19970","ENSG00000288859","H2AC19","H2A clustered histone 19","protein_coding"
"19971","ENSG00000288864","ARHGAP11A-SCG5","ARHGAP11A-SCG5 readthrough","protein_coding"
"19972","ENSG00000288867","PPIAL4C","peptidylprolyl isomerase A like 4C","protein_coding"
"19973","ENSG00000288894","","novel protein","protein_coding"
"19974","ENSG00000288914","","novel protein","protein_coding"
"19975","ENSG00000288920","RPSA2","ribosomal protein SA 2","protein_coding"
"19976","ENSG00000289025","","novel protein","protein_coding"
"19977","ENSG00000289027","","novel protein","protein_coding"
"19978","ENSG00000289051","","novel protein","protein_coding"
"19979","ENSG00000289258","","novel protein","protein_coding"
"19980","ENSG00000289281","","novel protein","protein_coding"
"19981","ENSG00000289282","","novel protein","protein_coding"
"19982","ENSG00000289325","","novel protein","protein_coding"
"19983","ENSG00000289346","","Novel protein","protein_coding"
"19984","ENSG00000289360","","novel protein","protein_coding"
"19985","ENSG00000289490","","novel protein","protein_coding"
"19986","ENSG00000289491","","novel protein","protein_coding"
"19987","ENSG00000289503","","novel protein","protein_coding"
"19988","ENSG00000289517","","novel protein","protein_coding"
"19989","ENSG00000289549","PPIAL4D","peptidylprolyl isomerase A like 4D","protein_coding"
"19990","ENSG00000289565","","novel protein","protein_coding"
"19991","ENSG00000289604","CTAGE8","CTAGE family member 8","protein_coding"
"19992","ENSG00000289653","","novel protein","protein_coding"
"19993","ENSG00000289685","","novel protein","protein_coding"
"19994","ENSG00000289690","","novel transcript","protein_coding"
"19995","ENSG00000289692","","novel protein","protein_coding"
"19996","ENSG00000289694","","novel protein","protein_coding"
"19997","ENSG00000289695","","novel protein","protein_coding"
"19998","ENSG00000289697","","novel protein","protein_coding"
"19999","ENSG00000289700","","novel protein","protein_coding"
"20000","ENSG00000289701","","novel transcript","protein_coding"
"20001","ENSG00000289710","","novel protein, similar to CD24 molecule CD52","protein_coding"
"20002","ENSG00000289715","","novel protein","protein_coding"
"20003","ENSG00000289716","XNDC1N-ZNF705EP-ALG1L9P","XNDC1N-ZNF705EP-ALG1L9P readthrough","protein_coding"
"20004","ENSG00000289720","","novel protein","protein_coding"
"20005","ENSG00000289721","PYDC5","pyrin domain containing 5","protein_coding"
"20006","ENSG00000289722","","novel protein","protein_coding"
"20007","ENSG00000289724","","novel protein, SERPINB2-SERPINB10 readthrough","protein_coding"
"20008","ENSG00000289746","","TCR gamma alternate reading frame protein","protein_coding"
"20009","ENSG00000289747","","novel protein","protein_coding"
"20010","ENSG00000289758","","novel protein, HPS1-PYROXD2 readthrough","protein_coding"
"20011","ENSG00000289760","","novel protein","protein_coding"
